,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,StandardComponentId,PlanId,BenefitName,CopayInnTier1,CopayInnTier2,CopayOutofNet,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,IsEHB,IsStateMandate,IsCovered,QuantLimitOnSvc,LimitQty,LimitUnit,MinimumStay,Exclusions,Explanation,EHBVarReason,IsExclFromInnMOOP,IsExclFromOonMOOP,RowNumber,IsSubjToDedTier1,IsSubjToDedTier2
3633412,664290,2015,TN,14002,HIOS,3,9/4/2014 3:25,14002,TN,14002TN0330022,14002TN0330022-03,Outpatient Surgery Physician/Surgical Services,No Charge,,No Charge,50% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,No,,,,a. Rehabilitative therapies in excess of the terms of the Therapeutic/ Rehabilitative/Habilitative benefit. b. Services that could be provided in a less intensive setting.,"Medically Necessary and Appropriate diagnostics, therapies and Surgery occurring in an outpatient facility that includes: (1) outpatient Surgery centers; (2) the outpatient center of a hospital; (3) outpatient diagnostic centers; and (4) certain surgical suites in a Practitioner?s office.  Prior Authorization as required for certain outpatient services must be obtained from the Plan, or benefits will be reduced or denied. a. Practitioner services. b. Outpatient diagnostics (such as x-rays and laboratory services). c. Outpatient treatments (such as medications and injections). d. Outpatient Surgery and supplies. e. Observation stays less than twenty-four (24) hours. f. Telemedicine",Additional EHB Benefit,No,No,65,Yes,No
2489322,685069,2014,WY,11269,HIOS,6,2013-09-14 08:04:57,11269,WY,11269WY0070004,11269WY0070004-03,Emergency Room Services,No Charge,,No Charge,50% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,75,Yes,Yes
842849,842849,2016,TX,66252,HIOS,7,2015-10-21 05:00:18,66252,TX,66252TX0040004,66252TX0040004-04,Major Dental Care - Adult,,,,,,,,,,,,,,,,,,,115,,
1789568,1789568,2016,WV,31274,SERFF,9,2015-10-21 17:48:08,31274,WV,31274WV0350002,31274WV0350002-06,Basic Dental Care - Child,No Charge,,No Charge,No Charge,,100%,Yes,,Covered,,,,,,,,No,No,110,,
217268,217268,2016,GA,82824,HIOS,8,2015-10-18 12:35:12,82824,GA,82824GA0100021,82824GA0100021-02,"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",No Charge,,Not Applicable,No Charge,,100%,Yes,,Covered,,,,,,,,No,No,64,,
413292,413292,2016,ND,73751,HIOS,10,2015-08-27 11:14:25,73751,ND,73751ND0100021,73751ND0100021-06,Abortion for Which Public Funding is Prohibited,,,,,,,,,Not Covered,,,,,,,,,,116,,
4154132,1185010,2015,WI,84670,HIOS,8,4/22/2015 11:06,84670,WI,84670WI1250058,84670WI1250058-03,Dental Check-Up for Children,,,,,,,Yes,,Not Covered,,,,,,,Dental Only Plan Available,,,104,,
487189,487189,2016,OK,87571,HIOS,10,2015-08-26 09:56:12,87571,OK,87571OK0360027,87571OK0360027-00,Accidental Dental,Not Applicable,Not Applicable,Not Applicable,30% Coinsurance after deductible,Not Applicable,50% Coinsurance after deductible,,,Covered,,,,,,,Additional EHB Benefit,No,No,118,,
4442607,1473485,2015,IL,68432,SERFF,6,2/22/2015 21:18,68432,IL,68432IL0040007,68432IL0040007-06,Long-Term/Custodial Nursing Home Care,,,,,,,,,Not Covered,,,,,,,,,,70,,
801791,801791,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0770081,33602TX0770081-03,Durable Medical Equipment,Not Applicable,Not Applicable,Not Applicable,30% Coinsurance after deductible,Not Applicable,50% Coinsurance after deductible,Yes,Yes,Covered,,,,,,,,No,No,95,,
2200024,395771,2014,NJ,99708,HIOS,5,2013-09-05 07:36:38,99708,NJ,99708NJ0130006,99708NJ0130006-00,Orthodontia - Adult,,,,,,,,,Not Covered,,,,,,,,,,114,,
3486069,516947,2015,LA,67202,HIOS,8,11/14/2014 5:23,67202,LA,67202LA0120002,67202LA0120002-01,Substance Abuse Disorder Outpatient Services,$40,,No Charge,No Charge,,100%,Yes,,Covered,No,,,,,,Substantially Equal,No,No,86,No,No
14537,14537,2016,AL,46944,HIOS,5,2015-10-21 05:00:18,46944,AL,46944AL0560001,46944AL0560001-03,"Other Practitioner Office Visit (Nurse, Physician Assistant)",Not Applicable,,Not Applicable,0% Coinsurance after deductible,,100%,Yes,,Covered,No,,,,,,,No,No,63,,
4247197,1278075,2015,TX,91716,HIOS,9,9/6/2014 3:39,91716,TX,91716TX0080021,91716TX0080021-02,Basic Dental Care - Child,,,,,,,Yes,,Not Covered,,,,,,,Other Law/Regulation,,,110,,
4046740,1077618,2015,WI,38166,HIOS,6,11/11/2014 4:41,38166,WI,38166WI0150003,38166WI0150003-00,Orthodontia - Adult,,,,,,,,,Not Covered,,,,,,,,,,114,,
4194444,1225322,2015,WI,84670,HIOS,8,4/22/2015 11:06,84670,WI,84670WI1350022,84670WI1350022-00,Non-Emergency Care When Traveling Outside the U.S.,,,,,,,,,Not Covered,,,,,,,,,,67,,
1425442,1425442,2016,MI,98185,SERFF,4,2015-08-22 23:36:24,98185,MI,98185MI0440001,98185MI0440001-02,"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",Not Applicable,,Not Applicable,0%,,100%,Yes,,Covered,,,,,,Service must be authorized by BCN,,No,Yes,64,,
1043156,1043156,2016,WI,94529,HIOS,6,2015-11-14 04:47:21,94529,WI,94529WI0210041,94529WI0210041-03,Dental Anesthesia,Not Applicable,,Not Applicable,40% Coinsurance after deductible,,100%,Yes,Yes,Covered,No,,,,,,Substantially Equal,No,No,131,,
2556957,752704,2014,DE,81914,SERFF,6,2013-11-27 09:24:34,81914,DE,81914DE0980002,81914DE0980002-01,Rehabilitative Occupational and Rehabilitative Physical Therapy,No Charge,,No Charge,30% Coinsurance after deductible,,100%,Yes,,Covered,Yes,30.0,Visit(s) per Year,,,PT/OT limited to 30 combined visits per benefit year,Substantially Equal,No,No,106,Yes,Yes
2566052,761799,2014,IA,18973,SERFF,3,2013-11-27 09:24:34,18973,IA,18973IA0250003,18973IA0250003-02,Infertility Treatment,$0,,$0,0%,,0%,Yes,,Covered,,,,,Treatment Not Covered / Coverage Limited to Diagnosis only,,,No,No,69,Yes,Yes
2288810,484557,2014,SC,49532,HIOS,6,2014-03-19 07:06:49,49532,SC,49532SC0380004,49532SC0380004-00,Primary Care Visit to Treat an Injury or Illness,$25,,No Charge,No Charge,,100%,Yes,,Covered,,,,,,Primary care deductible begins after 3 copays.,Substantially Equal,No,No,61,Yes,No
3701127,732005,2015,PA,33709,HIOS,14,6/19/2015 13:25,33709,PA,33709PA0410001,33709PA0410001-00,Durable Medical Equipment,No Charge,,No Charge,No Charge after deductible,,No Charge after deductible,Yes,Yes,Covered,,,,,,,Above EHB,No,No,95,Yes,No
784843,784843,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0770038,33602TX0770038-03,Prosthetic Devices,Not Applicable,Not Applicable,Not Applicable,20% Coinsurance after deductible,Not Applicable,50% Coinsurance after deductible,Yes,Yes,Covered,,,,,,,Additional EHB Benefit,No,No,124,,
3416165,447043,2015,ND,37160,HIOS,7,6/19/2015 13:25,37160,ND,37160ND2410002,37160ND2410002-04,Delivery and All Inpatient Services for Maternity Care,No Charge,,No Charge,20% Coinsurance after deductible,,40% Coinsurance after deductible,Yes,Yes,Covered,No,,,,Collection and storage of umbilical cord blood. Abortion except for those necessary to prevent the death of the woman.,,,No,No,83,Yes,Yes
393189,393189,2016,NC,61671,HIOS,10,2015-10-18 12:35:12,61671,NC,61671NC0060002,61671NC0060002-01,Routine Eye Exam (Adult),,,,,,,,,Not Covered,,,,,,,,,,72,,
3122578,153456,2015,GA,49046,HIOS,19,1/16/2015 17:32,49046,GA,49046GA0420018,49046GA0420018-01,Specialty Drugs,No Charge,,No Charge,30%,,50%,Yes,,Covered,,,,,,Specialty Drugs have a $500 Per Script Max; Coinsurance after Deductible will be taken up to a $500 max per medication per refill,Substantially Equal,No,No,91,No,No
4047451,1078329,2015,WI,38166,HIOS,6,11/11/2014 4:41,38166,WI,38166WI0150008,38166WI0150008-00,Mental/Behavioral Health Inpatient Services,No Charge after deductible,,No Charge after deductible,10% Coinsurance after deductible,,20% Coinsurance after deductible,Yes,,Covered,No,,,,"Non-network provider services if Security Health Plan determines that treatment will prevent a student from attending school on a regular basis or the student is no longer enrolled in the school For students completing the five visits, coverage is not available for continuing care by the non-network provider unless approved by Security Health Plan, Marriage counseling, Hypnotherapy, Halfway houses, Services or supplies for the diagnosis or treatment of alcoholism or substance-use disorders that, in Security Health Plan?s judgment, are: Not consistent with generally accepted standards of medical practice for treating such conditions, Not consistent with services backed by credible research soundly demonstrating that the services or supplies will have a measurable and beneficial health outcome, and are therefore considered experimental, Typically do not result in outcomes demonstrably better than other available treatment alternatives that are less intensive or more cost effective, Not consistent with Security Health Plan?s level of care guidelines or best practices as modified from time to time, Not clinically appropriate in terms of type, frequency, extent, site and duration of treatment, and considered ineffective for the member?s mental illness, substance-abuse disorder or condition based on generally accepted standards of medical practice and benchmarks",,,No,No,85,Yes,Yes
3722047,752925,2015,SC,39996,HIOS,5,11/13/2014 10:25,39996,SC,39996SC0220008,39996SC0220008-04,Diabetes Care Management,No Charge,,No Charge,No Charge,,0% Coinsurance after deductible,,Yes,Covered,,,,,,,,No,No,129,Yes,No
3510709,541587,2015,OK,87571,HIOS,11,2/19/2015 6:21,87571,OK,87571OK0290002,87571OK0290002-00,Treatment for Temporomandibular Joint Disorders,,,,,,,,,Not Covered,,,,,,,,,,126,,
3134984,165862,2015,AZ,51485,HIOS,6,4/22/2015 11:06,51485,AZ,51485AZ0160019,51485AZ0160019-00,X-rays and Diagnostic Imaging,$50,,$0,No Charge,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,109,No,No
922987,922987,2016,WI,38345,HIOS,4,2015-08-25 05:06:23,38345,WI,38345WI0060074,38345WI0060074-00,Mental Health Other,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,100%,Yes,Yes,Covered,No,,,,"Biofeedback; family counseling for non-medical reasons; gambling addiction; wilderness and camp programs, boarding school, academy-vocational programs and group homes; halfway houses; hypnotherapy; long-term or maintenance therapy; marriage counseling; phototherapy; in-home mental health therapy services",,Substantially Equal,No,No,132,,
1162082,1162082,2016,HI,60612,SERFF,10,2015-10-29 11:27:21,60612,HI,60612HI0110009,60612HI0110009-03,Habilitation Services,$30,,Not Applicable,Not Applicable,,100%,Yes,,Covered,,,,,,Coverage limited to state-defined habilitative services,,No,No,93,,
3845243,876121,2015,WY,11269,HIOS,6,12/10/2014 11:54,11269,WY,11269WY0170008,11269WY0170008-02,Rehabilitative Speech Therapy,$0,,$0,0%,,0%,Yes,,Covered,Yes,20.0,Visit(s) per year,,,This is a combined maximum of 20 visits per calendar year with speech therapy.,Additional EHB Benefit,No,No,105,Yes,Yes
4688070,1718948,2015,KS,61430,SERFF,10,12/10/2014 23:15,61430,KS,61430KS0100002,61430KS0100002-04,Basic Dental Care - Child,,,,,,,Yes,,Not Covered,,,,,,,Other Law/Regulation,,,110,,
3091731,122609,2015,GA,45495,HIOS,8,2/19/2015 6:21,45495,GA,45495GA0030017,45495GA0030017-01,Basic Dental Care - Adult,No Charge,,$0,50%,,100%,,,Covered,Yes,1000.0,Dollars per Year,,,,Above EHB,Yes,Yes,113,No,No
4479435,1510313,2015,DE,76168,SERFF,9,2/22/2015 21:18,76168,DE,76168DE0560002,76168DE0560002-02,Rehabilitative Speech Therapy,$0,,$0,0%,,0%,Yes,,Covered,Yes,30.0,Visit(s) per Benefit Period,,,,Substantially Equal,No,No,105,No,No
2937282,1133029,2014,VA,12028,SERFF,4,2013-09-19 10:34:04,12028,VA,12028VA0010013,12028VA0010013-06,"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",No Charge,,No Charge,0% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,No,,,,,,,No,No,64,Yes,No
3509193,540071,2015,OK,85408,HIOS,6,12/10/2014 11:54,85408,OK,85408OK0020007,85408OK0020007-00,Home Health Care Services,$0,,$0,0% Coinsurance after deductible,,100%,Yes,,Covered,No,,,,,,Above EHB,No,Yes,74,Yes,No
150280,150280,2016,FL,56503,HIOS,7,2015-10-20 04:38:50,56503,FL,56503FL1410001,56503FL1410001-05,Transplant,Not Applicable,,Not Applicable,30% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,Pre-Certification/Pre-Authorization of coverage required.  Out of pocket information refers to outpatient physician services only.  Please refer to other benefit information for further details.,Substantially Equal,No,No,117,,
516332,516332,2016,PA,22444,HIOS,7,2015-10-23 02:29:38,22444,PA,22444PA0040010,22444PA0040010-06,Non-Emergency Care When Traveling Outside the U.S.,,,,,,,,,Not Covered,,,,,,,,,,67,,
2378419,574166,2014,WI,37833,HIOS,6,2013-11-23 14:44:18,37833,WI,37833WI0370017,37833WI0370017-03,Dental Check-Up for Children,No Charge,,$0,0%,,100%,Yes,,Covered,Yes,1.0,Visit(s) per 6 months,,,,Substantially Equal,No,Yes,104,No,No
4420001,1450879,2015,IL,67807,SERFF,3,11/15/2014 10:06,67807,IL,67807IL0280019,67807IL0280019-04,Dental Check-Up for Children,No Charge,,No Charge,No Charge,,No Charge,Yes,,Covered,Yes,1.0,Visit(s) per 6 Months,,,,Substantially Equal,No,No,104,No,No
3466162,497040,2015,NC,54332,HIOS,9,12/11/2014 4:09,54332,NC,54332NC0030003,54332NC0030003-02,Chiropractic Care,$0,,$0,0%,,0%,Yes,,Covered,Yes,20.0,Visit(s) per Year,,,"Quantitative limit units apply, see EHB benchmark.",Substantially Equal,No,No,94,Yes,Yes
2407184,602931,2014,WI,47342,HIOS,11,2014-07-25 16:54:18,47342,WI,47342WI0050009,47342WI0050009-04,Urgent Care Centers or Facilities,$20,,$20,No Charge,,No Charge,Yes,,Covered,,,,,,,,No,No,73,Yes,No
2912034,1107781,2014,UT,68781,SERFF,6,2014-03-18 09:48:59,68781,UT,68781UT0010008,68781UT0010008-04,Primary Care Visit to Treat an Injury or Illness,$25 Copay after deductible,,$0,No Charge,,100%,Yes,,Covered,No,,,,,,,No,No,61,Yes,No
1522348,1522348,2016,NV,95865,SERFF,5,2015-08-20 12:28:36,95865,NV,95865NV0030046,95865NV0030046-03,Routine Eye Exam (Adult),,,,,,,,,,,,,,,,,,,72,,
4543092,1573970,2015,NH,19304,SERFF,9,12/9/2014 19:45,19304,NH,19304NH0200001,19304NH0200001-00,Routine Dental Services (Adult),,,,,,,,,Not Covered,,,,,,,,,,68,,
2554484,750231,2014,DE,76168,SERFF,11,2014-03-20 11:33:30,76168,DE,76168DE0410008,76168DE0410008-03,Infusion Therapy,No Charge,,No Charge,25% Coinsurance after deductible,,100%,,,Covered,,,,,,,Additional EHB Benefit,No,No,125,Yes,No
3245290,276168,2015,FL,77150,HIOS,8,1/21/2015 9:35,77150,FL,77150FL1100001,77150FL1100001-02,"Other Practitioner Office Visit (Nurse, Physician Assistant)",$0,,$0,0%,,0%,Yes,,Covered,No,,,,,,,No,No,63,Yes,No
2116223,311970,2014,LA,97176,HIOS,9,2014-01-21 08:29:49,97176,LA,97176LA0380002,97176LA0380002-01,Prenatal and Postnatal Care,$50,,No Charge,No Charge,,40% Coinsurance after deductible,Yes,,Covered,No,,,,"Exclusions are: Services or supplies related to the diagnosis and treatment of Infertility including, but not limited to, in vitro fertilization, uterine embryo lavage, embryo transfer, artificial insemination, gamete intrafallopian tube transfer, zygote intrafallopian tube transfer, low tubal ovum transfer, and drug or hormonal therapy administered as part of the treatment. Even if fertile, these procedures are not available for Benefits. 21. Services, supplies or treatment related to artificial means of Pregnancy including, but not limited to, in vitro fertilization, uterine embryo lavage, embryo transfer, artificial insemination, gamete intrafallopian tube transfer, zygote intrafallopian tube transfer, low tubal ovum transfer, and drug or hormonal therapy administered as part of the treatment. Hospital, surgical or medical services rendered in connection with the pregnancy of a covered Dependent child or grandchild; abortion other than to save a life of the mother:",An Authorization is required for a Hospital stay in connection with childbirth for the covered mother or covered well newborn child only if the mother’s length of stay exceeds forty-eight (48) hours following a vaginal delivery or ninety-six (96) hours following a cesarean section. An Authorization is required if a newborn’s stay exceeds that of the mother.,Substantially Equal,No,No,82,No,No
2381385,577132,2014,WI,37833,HIOS,6,2013-11-23 14:44:18,37833,WI,37833WI0370030,37833WI0370030-04,Basic Dental Care - Child,No Charge,,$0,30%,,100%,Yes,,Covered,,,,,,,,No,Yes,110,No,No
3564995,595873,2015,IN,91842,HIOS,4,11/9/2014 4:38,91842,IN,91842IN0190006,91842IN0190006-01,Skilled Nursing Facility,$0 Copay per Day,,$0 Copay per Day,0% Coinsurance after deductible,,0% Coinsurance after deductible,Yes,,Covered,Yes,90.0,Days per Year,,,,,No,No,81,Yes,No
46167,46167,2016,AZ,70239,HIOS,7,2015-11-18 07:25:09,70239,AZ,70239AZ0010078,70239AZ0010078-00,Cosmetic Surgery,,,,,,,,,,,,,,,,,,,80,,
2818231,1013978,2014,OH,29276,SERFF,8,2014-07-28 14:39:22,29276,OH,29276OH0740010,29276OH0740010-02,Prosthetic Devices,$0,$0,$0,0%,0%,0%,,,Covered,No,,,,,,Additional EHB Benefit,No,No,124,Yes,Yes
4747821,1778699,2015,MI,94523,SERFF,5,11/14/2014 14:52,94523,MI,94523MI0010004,94523MI0010004-00,Orthodontia - Child,No Charge after deductible,,No Charge after deductible,50% Coinsurance after deductible,,50% Coinsurance after deductible,,,Covered,,,,,,,Additional EHB Benefit,No,Yes,111,Yes,No
3930648,961526,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460057,33602TX0460057-02,Reconstructive Surgery,$0,,$0,0%,,100%,,Yes,Covered,,,,,,,,No,No,128,Yes,Yes
3698162,729040,2015,PA,32561,HIOS,5,8/28/2014 4:23,32561,PA,32561PA0140002,32561PA0140002-01,Orthodontia - Child,No Charge,,No Charge,50%,,100%,Yes,,Covered,,,,,,,,No,No,111,No,No
744936,744936,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0460382,33602TX0460382-01,Generic Drugs,Not Applicable,Not Applicable,Not Applicable,20% Coinsurance after deductible,25% Coinsurance after deductible,100%,Yes,,Covered,,,,,"Coverage for certain agents or medication categories may also be excluded. These include, but are not limited to: Weight Loss, Impotency, OTC Equivalents and Compounds. See benefit book for further details. Any drug not found on the drug list is not covered.",Certain generic drugs fall under a higher copay amount than is listed on this page.  Please consult your Schedule of Benefits and Covered Drugs list to verify. When one month supply of prescription drugs are obtained from a non-preferred pharmacy - benefits will be provided but could be at a higher copay or coinsurance. Out of Network Pharmacy coverage only available in Emergency situations.,Substantially Equal,No,No,88,,
